gene	seqnames	start	end	gata2	gata3	tfap2a	tfap2c	logFC	adj.P.Val
MKL1	chr22	40855944	40864444	0	1	0	0	0.939679097	2.98E-10
MKL1	chr22	41029223	41037723	0	0	0	0	0.939679097	2.98E-10
MKL2	chr16	14160195	14168695	0	0	0	0	1.0021851	4.21E-10
MKLN1	chr7	131007594	131016094	0	0	0	0	0.271655035	0.000662176
MKLN1	chr7	130789854	130798354	0	0	0	0	0.271655035	0.000662176
MKNK1	chr1	47066466	47074966	0	0	0	1	1.110694864	1.45E-10
MKNK1-AS1	chr1	46999367	47007867	0	0	0	0	1.020922181	0.014345403
MKNK2	chr19	2047743	2056243	0	0	1	1	-0.544026872	9.27E-07
MLEC	chr12	121119948	121128448	0	0	1	1	-1.035842625	1.01E-14
MLF1	chr3	158283952	158292452	0	0	0	0	-1.626347574	6.52E-14
MLF2	chr12	6858582	6867082	0	0	0	0	-0.46456519	1.36E-06
MLF2	chr12	6859136	6867636	0	0	0	0	-0.46456519	1.36E-06
MLH1	chr3	37030267	37038767	0	0	0	0	-0.575279699	3.95E-08
MLH1	chr3	37029840	37038340	0	0	0	0	-0.575279699	3.95E-08
MLH3	chr14	75514735	75523235	0	0	0	0	-0.803545072	2.76E-08
MLK7-AS1	chr2	174143264	174151764	0	0	0	0	1.278138967	6.80E-07
MLKL	chr16	74731289	74739789	0	0	0	0	-4.950283589	3.44E-11
MLLT1	chr19	6276459	6284959	0	0	0	0	0.473910489	1.92E-05
MLLT3	chr9	20618486	20626986	0	0	0	0	2.498818854	1.60E-18
MLLT3	chr9	20619042	20627542	0	0	0	0	2.498818854	1.60E-18
MLLT4	chr6	168222670	168231170	0	0	1	0	0.776859666	7.26E-13
MLLT4-AS1	chr6	168223976	168232476	0	0	1	0	2.211699729	2.65E-09
MLLT6	chr17	36856872	36865372	0	0	1	1	2.170851072	1.08E-15
MLST8	chr16	2250731	2259231	0	0	0	0	-0.592761187	7.75E-06
MLST8	chr16	2250177	2258677	0	0	0	0	-0.592761187	7.75E-06
MLX	chr17	40714077	40722577	0	0	0	0	-0.714781713	1.19E-09
MLXIP	chr12	122511651	122520151	0	0	0	0	-0.782956806	1.25E-05
MLXIPL	chr7	73035370	73043870	0	0	0	0	-3.80870965	1.26E-09
MLYCD	chr16	83927729	83936229	0	0	1	1	-0.225924386	0.041800646
MMAA	chr4	146535539	146544039	0	0	1	1	-0.506439151	9.73E-05
MMAB	chr12	110007858	110016358	0	0	0	0	-1.195799829	1.98E-11
MMACHC	chr1	45960855	45969355	0	0	0	0	-0.758324283	8.57E-06
MMD	chr17	53495841	53504341	0	0	0	0	0.667607232	9.11E-08
MME	chr3	154793078	154801578	0	0	1	1	2.758629369	3.16E-17
MME	chr3	154792435	154800935	0	0	1	1	2.758629369	3.16E-17
MME	chr3	154792952	154801452	0	0	1	1	2.758629369	3.16E-17
MME	chr3	154792704	154801204	0	0	1	1	2.758629369	3.16E-17
MMEL1	chr1	2560981	2569481	0	0	0	0	-1.966933199	1.33E-09
MMP10	chr11	102647859	102656359	0	0	0	0	2.104451567	0.041385034
MMP11	chr22	24110035	24118535	0	0	1	1	-0.686321936	3.44E-05
MMP14	chr14	23300741	23309241	0	0	1	1	1.978738078	6.15E-16
MMP15	chr16	58054281	58062781	0	1	1	1	0.361512622	0.017414618
MMP16	chr8	89336217	89344717	0	0	0	0	-2.587953232	1.25E-14
MMP17	chr12	132307940	132316440	0	0	1	0	-2.50820065	3.49E-15
MMP19	chr12	56233267	56241767	0	0	0	1	2.027819521	3.84E-13
MMP2	chr16	55508080	55516580	0	0	0	0	2.513773547	2.16E-18
MMP2	chr16	55510473	55518973	0	0	0	0	2.513773547	2.16E-18
MMP23A	chr1	1626377	1634877	0	0	0	0	2.161549141	2.81E-07
MMP23A	chr1	1563158	1571658	0	0	0	0	2.161549141	2.81E-07
MMP23B	chr1	1562559	1571059	0	0	0	0	2.139797183	3.44E-07
MMP24-AS1	chr20	33862460	33870960	0	0	0	0	0.961768644	1.38E-09
MMP25	chr16	3091681	3100181	0	0	0	0	-2.865058356	1.87E-14
MMP28	chr17	34119140	34127640	0	0	0	0	8.901344615	5.45E-09
MMP9	chr20	44632546	44641046	0	0	1	0	1.804107314	2.33E-10
MMRN1	chr4	90811051	90819551	0	0	0	0	-2.486425713	0.011823211
MMRN2	chr10	88713925	88722425	0	0	0	1	-0.647787691	0.020141975
MMS19	chr10	99254866	99263366	0	0	0	1	-0.2811808	0.000608691
MMS22L	chr6	97727552	97736052	0	0	0	0	-0.471297867	0.000138734
MNAT1	chr14	61196458	61204958	0	0	0	0	-0.592957521	1.81E-07
MND1	chr4	154260800	154269300	0	1	0	0	-1.461797894	1.54E-11
MNS1	chr15	56753835	56762335	0	0	0	0	-2.336035194	4.02E-11
MNT	chr17	2300758	2309258	0	0	0	0	0.348676382	0.019454284
MOAP1	chr14	93647749	93656249	0	0	0	0	-0.301311502	7.97E-05
MOB2	chr11	1504448	1512948	0	0	0	0	0.705593615	2.23E-07
MOB2	chr11	1782001	1790501	0	1	0	1	0.705593615	2.23E-07
MOB3A	chr19	2092769	2101269	0	0	0	0	2.129764129	2.18E-14
MOB3B	chr9	27526350	27534850	0	0	0	0	0.33379275	0.001674067
MOB4	chr2	198375294	198383794	0	0	0	0	-0.807658353	2.15E-10
MOB4	chr2	198375766	198384266	0	0	0	0	-0.807658353	2.15E-10
MOB4	chr2	198376021	198384521	0	0	0	0	-0.807658353	2.15E-10
MOCOS	chr18	33762479	33770979	0	0	0	0	-2.13684661	1.62E-14
MOCS1	chr6	39891955	39900455	0	1	0	0	-0.844471488	1.73E-09
MOCS1	chr6	39898790	39907290	0	0	0	0	-0.844471488	1.73E-09
MOCS2	chr5	52402102	52410602	0	0	0	0	0.75880372	6.73E-08
MOGS	chr2	74689037	74697537	0	0	0	0	0.279334862	0.000978926
MON1A	chr3	49963945	49972445	0	0	0	0	-1.694390176	1.23E-10
MON2	chr12	62855596	62864096	0	0	0	0	0.442752514	5.50E-06
MORC2	chr22	31360687	31369187	0	0	1	1	-0.244379994	0.010715352
MORC2-AS1	chr22	31313294	31321794	0	0	0	0	-0.522238172	0.000319708
MORC3	chr21	37687486	37695986	0	0	1	1	0.568998949	4.50E-06
MORC4	chrX	106239974	106248474	1	1	0	0	1.931350355	4.05E-14
MORF4L1	chr15	79160330	79168830	0	0	1	0	-0.444751323	3.44E-06
MORF4L1	chr15	79160122	79168622	0	0	1	0	-0.444751323	3.44E-06
MORN2	chr2	39098102	39106602	0	0	0	0	-0.736087668	1.28E-06
MORN3	chr12	122104060	122112560	0	0	1	1	2.940340708	7.38E-06
MORN4	chr10	99390413	99398913	0	0	0	0	-1.833523871	5.79E-13
MORN4	chr10	99389844	99398344	0	0	0	0	-1.833523871	5.79E-13
MOSPD1	chrX	134045797	134054297	0	1	0	0	1.29508039	4.37E-12
MOSPD2	chrX	14886526	14895026	0	0	0	0	-0.21994077	0.033679
MOSPD2	chrX	14898412	14906912	0	0	0	0	-0.21994077	0.033679
MOSPD3	chr7	100204724	100213224	0	0	0	0	0.402081933	0.008676997
MOSPD3	chr7	100205052	100213552	0	0	0	0	0.402081933	0.008676997
MOSPD3	chr7	100205113	100213613	0	0	0	0	0.402081933	0.008676997
MOV10	chr1	113212094	113220594	0	0	0	0	0.465982866	4.72E-07
MOV10	chr1	113211933	113220433	0	0	0	0	0.465982866	4.72E-07
MOXD1	chr6	132719164	132727664	0	0	0	0	-1.521620921	5.49E-10
MPC1	chr6	166793001	166801501	0	0	0	0	-0.59132838	4.31E-05
MPC2	chr1	167901939	167910439	0	0	1	0	2.135168743	1.24E-16
MPC2	chr1	167902807	167911307	0	0	1	0	2.135168743	1.24E-16
MPDU1	chr17	7481964	7490464	0	0	0	0	-0.497409153	2.49E-08
MPDZ	chr9	13276063	13284563	0	0	1	0	0.589654827	8.64E-08
MPG	chr16	122017	130517	0	0	1	1	1.346639086	4.32E-12
MPG	chr16	123168	131668	0	0	0	1	1.346639086	4.32E-12
MPHOSPH10	chr2	71352443	71360943	0	0	0	0	-0.735105313	2.06E-10
MPHOSPH6	chr16	82200329	82208829	0	0	0	0	-1.670993027	1.65E-14
MPHOSPH8	chr13	20202787	20211287	0	0	0	0	0.326482313	0.000908308
MPHOSPH9	chr12	123714285	123722785	0	1	0	0	-1.21047062	2.32E-12
MPL	chr1	43798474	43806974	0	0	0	0	-2.573622739	0.007795703
MPP1	chrX	154030302	154038802	0	1	1	0	2.51123837	1.13E-16
MPP2	chr17	41974491	41982991	0	0	0	0	-4.029009003	2.69E-18
MPP2	chr17	41975430	41983930	0	0	0	0	-4.029009003	2.69E-18
MPP2	chr17	41983579	41992079	0	0	0	0	-4.029009003	2.69E-18
MPP2	chr17	41981810	41990310	0	0	0	0	-4.029009003	2.69E-18
MPP5	chr14	67703011	67711511	0	1	1	1	1.303107363	3.96E-13
MPP6	chr7	24608084	24616584	0	0	0	0	-1.429279081	4.60E-15
MPP7	chr10	28567567	28576067	0	0	0	0	0.801206547	4.15E-09
MPPE1	chr18	11905296	11913796	0	0	0	0	-0.238239813	0.017547366
MPRIP	chr17	16941073	16949573	0	0	0	1	0.890703085	3.14E-11
MPST	chr22	37410682	37419182	0	0	0	0	0.551804921	2.03E-06
MPST	chr22	37410790	37419290	0	0	0	0	0.551804921	2.03E-06
MPV17L	chr16	15484610	15493110	0	0	0	0	-4.002654651	2.51E-13
MPV17L2	chr19	18299039	18307539	0	0	0	0	-1.23923544	7.76E-12
MPZ	chr1	161276262	161284762	0	0	0	0	-2.248451139	1.10E-07
MPZL1	chr1	167686186	167694686	1	1	1	1	2.705677855	9.52E-22
MPZL2	chr11	118131751	118140251	0	1	0	0	-1.239630765	0.006391982
MPZL3	chr11	118119583	118128083	0	0	0	0	-0.823139347	5.30E-05
MR1	chr1	180997560	181006060	0	0	0	0	2.340087288	0.000279441
MRAP	chr21	33659123	33667623	0	0	0	0	-0.981533595	5.10E-05
MRAP2	chr6	84738419	84746919	0	1	0	0	-1.020274534	0.000277736
MRAS	chr3	138062691	138071191	0	0	0	0	-0.373057445	0.000912769
MRAS	chr3	138062969	138071469	0	0	0	0	-0.373057445	0.000912769
MRAS	chr3	138061489	138069989	0	0	0	0	-0.373057445	0.000912769
MRAS	chr3	138062507	138071007	0	0	0	0	-0.373057445	0.000912769
MRE11A	chr11	94223540	94232040	0	0	0	0	0.600053404	2.51E-08
MREG	chr2	216874846	216883346	0	1	0	0	-1.381015711	4.60E-14
MRFAP1	chr4	6636817	6645317	0	0	0	0	-0.383517222	3.21E-06
MRGBP	chr20	61422804	61431304	0	0	1	0	-0.733723237	2.63E-08
MRGPRF	chr11	68777350	68785850	0	0	1	1	-2.633444313	2.34E-06
MRGPRX1	chr11	18953049	18961549	0	0	0	0	6.622801567	1.26E-17
MRM1	chr17	34953024	34961524	0	0	0	0	-1.839335505	8.22E-12
MRO	chr18	48342934	48351434	0	0	0	0	-3.015355127	4.46E-06
MRO	chr18	48348254	48356754	0	0	0	0	-3.015355127	4.46E-06
MROH1	chr8	145197918	145206418	0	0	0	0	1.769094604	9.15E-12
MROH6	chr8	144651428	144659928	0	0	0	0	1.038985597	0.045355352
MRPL1	chr4	78778804	78787304	0	0	0	0	-1.147457828	1.21E-09
MRPL11	chr11	66202810	66211310	0	0	0	0	-0.841290421	7.08E-09
MRPL12	chr17	79665399	79673899	0	0	1	0	-0.966952877	1.67E-09
MRPL13	chr8	121454147	121462647	0	0	0	0	-0.776563038	2.80E-07
MRPL14	chr6	44091691	44100191	0	0	0	0	-0.340334152	0.000338718
MRPL15	chr8	55042780	55051280	0	0	0	0	-0.475913321	3.28E-06
MRPL16	chr11	59574845	59583345	0	0	0	0	-1.211985932	5.28E-13
MRPL17	chr11	6701132	6709632	0	0	0	0	-0.821618697	9.24E-09
MRPL18	chr6	160206491	160214991	0	0	0	0	-0.617874819	2.09E-07
MRPL2	chr6	43023742	43032242	0	0	0	0	-0.804257823	1.09E-09
MRPL20	chr1	1339193	1347693	0	0	0	0	-0.777759762	1.94E-10
MRPL21	chr11	68667803	68676303	0	0	1	0	-0.872840149	4.03E-09
MRPL22	chr5	154315632	154324132	0	0	0	0	-0.453662826	0.000105236
MRPL23-AS1	chr11	2007650	2016150	0	0	0	0	3.711936058	3.63E-06
MRPL24	chr1	156707423	156715923	0	0	0	0	-0.280116346	0.046583359
MRPL27	chr17	48447062	48455562	0	0	0	0	-0.388110682	0.000248767
MRPL28	chr16	417069	425569	0	0	0	0	-0.243549788	0.006442911
MRPL3	chr3	131218360	131226860	0	0	0	1	-1.350664465	6.50E-15
MRPL30	chr2	99792541	99801041	0	1	0	0	-0.461905285	2.87E-08
MRPL32	chr7	42966938	42975438	0	0	0	0	-0.784515585	3.58E-09
MRPL34	chr19	17411476	17419976	0	0	0	1	-1.233994893	9.98E-12
MRPL35	chr2	86421555	86430055	0	0	0	0	-1.185855106	1.92E-12
MRPL36	chr5	1796456	1804956	0	0	0	1	-0.799799469	5.73E-08
MRPL37	chr1	54660839	54669339	0	0	0	0	-0.468180096	8.12E-08
MRPL38	chr17	73897681	73906181	0	0	1	1	-0.352807826	0.001830878
MRPL39	chr21	26976301	26984801	0	0	0	0	-0.859938978	6.84E-10
MRPL4	chr19	10357639	10366139	0	0	0	0	-1.02325248	1.93E-10
MRPL40	chr22	19415035	19423535	0	0	0	0	0.835212716	8.77E-08
MRPL41	chr9	140441308	140449808	0	0	0	0	-0.271901054	0.015718646
MRPL42	chr12	93856265	93864765	0	1	0	0	-1.534803681	1.07E-15
MRPL44	chr2	224817120	224825620	0	0	1	1	-0.441631711	2.54E-07
MRPL46	chr15	89007133	89015633	0	0	0	0	0.371798024	0.000652158
MRPL47	chr3	179318934	179327434	0	1	0	0	-1.060954968	4.97E-12
MRPL48	chr11	73493916	73502416	0	0	0	0	-1.166909693	1.55E-11
MRPL49	chr11	64884654	64893154	0	1	0	0	-0.903366737	1.16E-11
MRPL49	chr11	64884715	64893215	0	1	0	0	-0.903366737	1.16E-11
MRPL50	chr9	104157419	104165919	0	0	0	0	-1.01970396	3.13E-11
MRPL52	chr14	23294091	23302591	0	0	0	0	-0.595659337	7.73E-06
MRPL53	chr2	74696442	74704942	0	0	0	0	0.701648462	2.09E-06
MRPL54	chr19	3757664	3766164	0	0	0	0	-0.807222737	3.57E-07
MRPL55	chr1	228293513	228302013	0	1	0	0	-0.526634794	8.20E-05
MRPL9	chr1	151732540	151741040	0	0	0	0	-0.177489683	0.021969178
MRPS10	chr6	42182133	42190633	0	0	0	1	-0.853835728	1.75E-09
MRPS11	chr15	89005683	89014183	0	0	0	0	-0.632985328	2.74E-08
MRPS12	chr19	39416347	39424847	0	0	0	0	-0.990287524	2.48E-11
MRPS12	chr19	39416593	39425093	0	0	0	0	-0.990287524	2.48E-11
MRPS15	chr1	36926540	36935040	0	0	0	0	-0.853738726	2.59E-10
MRPS16	chr10	75008951	75017451	0	0	0	0	-0.582973162	1.95E-10
MRPS17	chr7	56014610	56023110	0	0	0	0	-1.18482199	1.21E-09
MRPS18A	chr6	43652049	43660549	0	0	0	0	-0.213346625	0.014962865
MRPS18B	chr6	30580485	30588985	0	0	0	0	-0.442097038	3.61E-07
MRPS18C	chr4	84372117	84380617	0	0	0	0	-0.564331167	3.38E-06
MRPS21	chr1	150261261	150269761	0	0	0	0	-0.20820697	0.019137724
MRPS22	chr3	139057860	139066360	0	0	0	0	-0.363562492	0.000257988
MRPS23	chr17	55923933	55932433	1	1	0	1	-1.152604252	2.09E-12
MRPS24	chr7	43905645	43914145	0	0	0	0	-0.619992056	4.17E-08
MRPS25	chr3	15103316	15111816	0	0	0	0	-0.499443373	9.80E-06
MRPS26	chr20	3021674	3030174	0	0	0	0	-1.53707626	4.58E-14
MRPS27	chr5	71612584	71621084	0	0	0	0	-0.605613198	9.98E-11
MRPS28	chr8	80939006	80947506	0	1	0	0	-0.823474422	4.60E-08
MRPS30	chr5	44804026	44812526	0	0	0	0	-1.052027232	2.94E-13
MRPS31	chr13	41341847	41350347	0	0	0	0	-0.212350201	0.010345631
MRPS31P5	chr13	52765102	52773602	0	0	1	0	0.485839309	0.008439331
MRPS34	chr16	1819640	1828140	0	0	0	0	-0.967817771	1.95E-09
MRPS35	chr12	27858705	27867205	0	0	1	0	-0.644037732	5.08E-08
MRPS36	chr5	68508572	68517072	0	0	0	0	-0.738341253	1.03E-07
MRPS5	chr2	95784254	95792754	0	0	0	0	-0.80803318	1.42E-09
MRPS6	chr21	35440822	35449322	0	0	0	0	-0.284100998	0.006613705
MRPS7	chr17	73252748	73261248	0	0	0	0	-0.64114724	8.88E-10
MRPS9	chr2	105649482	105657982	0	0	0	0	-0.606427487	4.04E-10
MRS2	chr6	24398135	24406635	1	1	1	1	-0.491663455	7.33E-05
MRTO4	chr1	19573074	19581574	0	0	0	0	-1.609784385	1.12E-15
MRVI1	chr11	10712035	10720535	0	0	0	0	0.794390448	0.000205956
MRVI1	chr11	10670348	10678848	0	0	0	0	0.794390448	0.000205956
MRVI1	chr11	10711621	10720121	0	0	0	0	0.794390448	0.000205956
MSANTD2	chr11	124666799	124675299	0	0	0	0	-0.669204347	2.59E-05
MSANTD3	chr9	103184710	103193210	0	0	0	0	-0.804643356	1.42E-10
MSANTD3	chr9	103184494	103192994	0	0	0	0	-0.804643356	1.42E-10
MSANTD3	chr9	103186795	103195295	0	0	0	0	-0.804643356	1.42E-10
MSANTD4	chr11	105889454	105897954	0	0	0	0	-1.517416119	8.05E-15
MSC	chr8	72753231	72761731	0	0	0	0	-3.935881047	5.68E-05
MSH2	chr2	47625205	47633705	0	0	0	0	-1.332779178	4.98E-15
MSH3	chr5	79945466	79953966	0	0	1	1	-0.545509088	8.60E-07
MSH4	chr1	76257555	76266055	0	0	0	0	1.613112726	0.009256118
MSH6	chr2	48005220	48013720	0	0	0	0	-1.009940955	1.02E-13
MSH6	chr2	48006093	48014593	0	0	0	0	-1.009940955	1.02E-13
MSI1	chr12	120803483	120811983	0	1	0	0	-1.243845922	1.28E-11
MSI2	chr17	55329373	55337873	0	0	0	0	0.393036296	0.001686613
MSI2	chr17	55328930	55337430	0	0	0	0	0.393036296	0.001686613
MSL3	chrX	11772734	11781234	0	0	0	0	1.179425986	1.02E-12
MSL3	chrX	11771700	11780200	0	0	0	0	1.179425986	1.02E-12
MSL3	chrX	11771277	11779777	0	0	0	0	1.179425986	1.02E-12
MSL3P1	chr2	234773555	234782055	0	0	0	0	-0.97861527	1.77E-08
MSMO1	chr4	166243817	166252317	0	1	0	0	-1.376702778	5.54E-14
MSMP	chr9	35750774	35759274	0	0	0	1	0.875109326	1.05E-07
MSN	chrX	64882510	64891010	0	0	0	0	-0.277339115	1.65E-05
MSRB1	chr16	1989794	1998294	0	0	1	1	-0.317571226	0.004966736
MSRB2	chr10	23379426	23387926	0	0	0	0	0.582633364	0.00047196
MSRB3	chr12	65667422	65675922	0	0	0	0	2.743809323	3.75E-12
MSRB3	chr12	65667766	65676266	0	0	0	0	2.743809323	3.75E-12
MSS51	chr10	75189819	75198319	0	0	0	0	0.296357358	0.027913672
MST1	chr3	49722696	49731196	0	0	0	0	1.428217461	2.12E-09
MST1L	chr1	17087475	17095975	0	0	0	0	2.10035366	2.53E-12
MST1P2	chr1	16967068	16975568	0	0	0	0	2.298119998	9.26E-08
MST1R	chr3	49937806	49946306	0	0	0	0	-2.461521431	6.62E-10
MSTO1	chr1	155574960	155583460	0	0	0	0	-0.886204397	1.25E-10
MSTO2P	chr1	155574978	155583478	0	0	0	0	-0.840799762	9.54E-10
MSTO2P	chr1	155710558	155719058	0	0	0	0	-0.840799762	9.54E-10
MSX1	chr4	4856391	4864891	0	0	0	1	7.66935386	1.57E-10
MSX2	chr5	174146574	174155074	0	1	1	1	9.763703435	2.76E-13
MSX2P1	chr17	56229319	56237819	0	0	0	0	-1.475519455	0.001066054
MT1A	chr16	56667577	56676077	0	0	0	0	-3.138578641	0.00601149
MT1E	chr16	56654584	56663084	0	0	0	0	-5.646967833	6.98E-09
MT1F	chr16	56686854	56695354	0	0	0	0	-2.873699306	1.48E-05
MT1G	chr16	56698477	56706977	0	0	0	0	-7.824318286	1.16E-09
MT1H	chr16	56698725	56707225	0	0	0	0	-6.055503115	2.48E-10
MT1HL1	chr1	237164218	237172718	0	0	0	0	-5.622572361	5.48E-12
MT1JP	chr16	56664650	56673150	0	0	0	0	-3.480544081	0.000361488
MT1M	chr16	56661533	56670033	0	0	0	0	-3.718242665	6.61E-05
MT1X	chr16	56711381	56719881	0	0	0	0	-5.576266068	1.54E-11
MT2A	chr16	56637477	56645977	0	1	0	0	-3.124257408	4.33E-07
MTA2	chr11	62365812	62374312	0	0	0	0	-0.284945522	6.91E-05
MTA3	chr2	42790184	42798684	0	0	0	0	-0.418056119	3.55E-06
MTA3	chr2	42790656	42799156	0	0	0	0	-0.418056119	3.55E-06
MTA3	chr2	42716708	42725208	0	0	0	0	-0.418056119	3.55E-06
MTAP	chr9	21797634	21806134	0	0	0	0	-0.41959635	1.69E-05
MTBP	chr8	121452637	121461137	0	0	0	0	-0.860925745	8.18E-09
MTCH2	chr11	47660706	47669206	0	0	0	0	-0.17223029	0.026772504
MTDH	chr8	98651406	98659906	0	1	0	0	-0.585235188	5.92E-10
MTF2	chr1	93539791	93548291	0	0	0	0	-0.807709958	2.48E-12
MTFMT	chr15	65318477	65326977	0	0	0	0	-0.624906241	1.16E-05
MTFP1	chr22	30816610	30825110	0	0	0	1	-1.84642125	1.03E-14
MTFR1	chr8	66551887	66560387	0	0	0	0	-0.708829351	1.80E-08
MTFR1	chr8	66577107	66585607	0	0	0	0	-0.708829351	1.80E-08
MTFR1L	chr1	26141396	26149896	0	0	1	1	0.549267475	2.13E-08
MTFR1L	chr1	26142318	26150818	0	0	1	1	0.549267475	2.13E-08
MTFR1L	chr1	26141683	26150183	0	0	1	1	0.549267475	2.13E-08
MTFR2	chr6	136567949	136576449	0	0	1	0	-0.777193512	0.00012752
MTHFD1	chr14	64849758	64858258	0	0	0	0	-2.201263132	5.25E-16
MTHFD1L	chr6	151182468	151190968	1	1	0	0	-1.719137311	8.37E-16
MTHFD1L	chr6	151181814	151190314	1	1	0	0	-1.719137311	8.37E-16
MTHFD2	chr2	74420689	74429189	0	0	0	0	-2.156395051	4.82E-16
MTHFD2L	chr4	75018828	75027328	0	0	0	0	-0.402491289	0.002201869
MTHFR	chr1	11862660	11871160	0	0	1	1	-0.613458186	1.79E-06
MTHFSD	chr16	86585341	86593841	0	0	0	0	0.997635055	1.37E-07
MTHFSD	chr16	86585309	86593809	0	0	0	0	0.997635055	1.37E-07
MTIF2	chr2	55492884	55501384	0	0	0	0	-0.200564609	0.003754105
MTIF2	chr2	55492815	55501315	0	0	0	0	-0.200564609	0.003754105
MTIF3	chr13	28021239	28029739	0	0	0	0	0.224018269	0.029377824
MTIF3	chr13	28020834	28029334	0	0	0	0	0.224018269	0.029377824
MTIF3	chr13	28020826	28029326	0	0	0	0	0.224018269	0.029377824
MTL5	chr11	68515488	68523988	0	0	0	0	-0.832426888	5.11E-06
MTM1	chrX	149732046	149740546	0	0	0	0	-0.5039755	0.000640804
MTMR1	chrX	149856868	149865368	0	0	0	0	0.417514239	2.85E-05
MTMR10	chr15	31280307	31288807	0	0	1	0	1.503827897	1.90E-14
MTMR11	chr1	149904766	149913266	0	0	1	1	3.79802369	4.06E-13
MTMR11	chr1	149905291	149913791	0	0	1	1	3.79802369	4.06E-13
MTMR12	chr5	32309614	32318114	0	0	0	0	-0.999225546	6.71E-15
MTMR2	chr11	95653871	95662371	0	0	0	0	-0.755970681	1.36E-10
MTMR3	chr22	30274157	30282657	0	1	0	0	0.664558752	9.74E-08
MTMR4	chr17	56591751	56600251	0	0	0	0	-0.233001406	0.003455874
MTMR6	chr13	25858204	25866704	0	0	0	0	0.616229325	8.60E-07
MTMR8	chrX	63611833	63620333	0	0	0	0	-1.168537367	6.73E-06
MTMR9	chr8	11136999	11145499	0	0	0	0	-0.639765188	1.10E-08
MTMR9LP	chr1	32703811	32712311	0	0	0	0	-0.459124873	0.001746395
MTNR1A	chr4	187473037	187481537	0	0	0	0	-2.925781092	0.000613484
MTO1	chr6	74166453	74174953	0	0	0	0	-0.907015368	1.74E-10
MTOR	chr1	11319108	11327608	0	0	0	0	-0.715030025	8.46E-10
MTOR-AS1	chr1	11198954	11207454	0	1	0	0	-1.12852828	1.11E-06
MTPAP	chr10	30634767	30643267	0	0	0	0	-0.930344595	7.86E-13
MTR	chr1	236953580	236962080	0	0	1	1	0.775808828	9.18E-10
MTRF1L	chr6	153320425	153328925	0	0	1	0	-0.230504006	0.01962558
MTRNR2L2	chr5	79943354	79951854	0	0	1	1	0.973410185	0.014796996
MTRNR2L8	chr11	10527223	10535723	0	0	0	0	1.451504015	0.004711493
MTRNR2L9	chr6	62279007	62287507	0	0	0	0	1.520366094	0.005333324
MTRR	chr5	7864216	7872716	0	0	0	0	-1.097884235	2.20E-12
MTSS1L	chr16	70716454	70724954	0	0	1	0	1.473191593	1.64E-12
MTTP	chr4	100480239	100488739	0	0	0	0	-2.435245671	0.000279406
MTURN	chr7	30169551	30178051	0	0	0	0	0.36921677	0.008016728
MTUS1	chr8	17576584	17585084	0	1	0	0	3.377681391	1.67E-18
MTUS1	chr8	17551746	17560246	0	0	0	0	3.377681391	1.67E-18
MTUS1	chr8	17654926	17663426	1	1	1	1	3.377681391	1.67E-18
MTUS1	chr8	17576230	17584730	0	1	0	0	3.377681391	1.67E-18
MTUS2	chr13	29593747	29602247	0	0	0	0	5.501229465	1.35E-16
MTUS2	chr13	29997776	30006276	0	0	0	0	5.501229465	1.35E-16
MTUS2-AS1	chr13	30058387	30066887	0	0	0	0	3.323232489	3.99E-06
MTX1	chr1	155173489	155181989	0	0	0	0	0.355826748	0.002738208
MTX2	chr2	177129122	177137622	0	0	0	0	-0.637860849	5.46E-07
MTX3	chr5	79283588	79292088	0	0	0	0	-1.170643619	4.46E-13
MUC12	chr7	100607903	100616403	0	0	1	0	-1.875642486	1.50E-07
MUC15	chr11	26590315	26598815	0	1	0	0	8.70307295	3.13E-15
MUC16	chr19	9088518	9097018	0	0	0	0	1.618981857	0.04484837
MUC19	chr12	40782195	40790695	0	0	0	0	1.802873691	0.005548665
MUC20	chr3	195442752	195451252	0	0	0	0	2.042220745	0.018928899
MUC4	chr3	195535344	195543844	0	0	0	0	1.0087142	0.021859878
MUC6	chr11	1033206	1041706	0	0	0	0	4.093002114	0.002103889
MUM1L1	chrX	105407297	105415797	0	0	0	0	0.655192626	0.006123947
MURC	chr9	103335360	103343860	0	0	0	0	-0.681999227	0.000199592
MUS81	chr11	65622871	65631371	0	0	1	0	0.654966699	2.65E-06
MUSTN1	chr3	52865735	52874235	0	0	0	0	-0.944014714	0.006310091
MUTYH	chr1	45802642	45811142	0	0	0	0	-0.465917592	0.00015137
MUTYH	chr1	45802129	45810629	0	0	0	0	-0.465917592	0.00015137
MUTYH	chr1	45802287	45810787	0	0	0	0	-0.465917592	0.00015137
MVB12B	chr9	129084122	129092622	0	0	0	0	0.500273948	0.000168311
MVD	chr16	88725995	88734495	0	0	0	0	-1.521047726	5.11E-12
MVK	chr12	110006499	110014999	0	0	0	0	-1.67495488	1.01E-14
MX1	chr21	42787484	42795984	0	0	0	0	-3.365749752	3.30E-14
MX1	chr21	42792957	42801457	0	0	0	0	-3.365749752	3.30E-14
MX1	chr21	42798976	42807476	0	0	0	0	-3.365749752	3.30E-14
MX2	chr21	42728949	42737449	0	0	0	0	-2.96429662	3.56E-14
MXD1	chr2	70137172	70145672	0	0	0	0	2.685161337	4.31E-13
MXD3	chr5	176735792	176744292	0	0	1	1	-0.729554414	8.41E-09
